Old Family #,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
98,The Set-Covering Problem,0.001,,770,,,1,1,O(2^n),,,[https://courses.cs.duke.edu/spring07/cps296.2/papers/p634-feige.pdf Feige (1998)],Feige,1998,https://courses.cs.duke.edu/spring07/cps296.2/papers/p634-feige.pdf,,,,0,0,8,n: 8,O(2^n),,n,,,,,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,0.001,,771,,,1,1,O(n^3 log^3 n),,,[https://dl.acm.org/doi/10.1145/258533.258641 Raz & Safra (1997)],Raz & Safra,1997,https://dl.acm.org/doi/10.1145/258533.258641,,,,0,0,6.03,n: 6.03,O(n^3 \log^3 n),,n,,,,,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,0.001,,773,,,1,1,O(n^2logn),,,[https://www.dsteurer.org/paper/productgames.pdf Dinur & Steurer (2013)],Dinur & Steurer,2013,https://www.dsteurer.org/paper/productgames.pdf,,,,0,0,5.01,n: 5.01,O(n^2 \log n),,n,,,,,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,1,,774,,,1,1,O(n^2),,,[https://www.semanticscholar.org/paper/An-efficient-distributed-algorithm-for-computing-Cardoso-Abreu/ce32696c1176800c5b90fab026bf93f282e2b161 Cardoso; Nuno; Abreu; Rui (2014)],Cardoso; Nuno; Abreu; Rui,2014,https://www.semanticscholar.org/paper/An-efficient-distributed-algorithm-for-computing-Cardoso-Abreu/ce32696c1176800c5b90fab026bf93f282e2b161,,,,0,0,5,n: 5,O(n^2),,n,,,,,#VALUE!,,,,,,,0,,0,,1,1,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,1,,,,,1,1,O(U 2^n),,,[ Brute force (1972)],Brute force,1972,,,,,1,0,8,"n: 8,
U: 3",O(U 2^n),"n: number of sets
U: size of universe",n,,,Word RAM,words,1,"U: 3,
n: 1",O(U),,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
99,Motif Search,1,Motif Search,775,"Uses oligonucleotides? Also only detects ""short"" motifs, and used for yeast",,1,1,O(nm),,,[https://www.ncbi.nlm.nih.gov/pubmed/9719638 Helden Oligo-Analysis (1998)],Helden Oligo-Analysis,1998,https://www.ncbi.nlm.nih.gov/pubmed/9719638,,,,0,0,3,"n: 3,
m: 3,
mn: 3",O(mn),"n: number of sequences
m: length of sequences",mn,,,Word RAM,words,2.5,"m: 3,
mn: 2.5",O(m),Derived: store number of occurances for each motif of a specified length,1,0,,0,,0,,0,0,,0,0,"https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-8-S7-S21#MOESM1
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6490410/table/T1/?report=objectonly",,,,,500,6.93700526,500000,78.3700526,500000000,792.700526,,,,,,,,,,4,,,Bioinformatics
99,Motif Search,1,Motif Search,776,Dyad analysis,,1,1,O(nm),,,[https://www.ncbi.nlm.nih.gov/pmc/articles/PMC102821/ van Helden J; Rios AF; Collado-Vides J (2000)],van Helden J; Rios AF; Collado-Vides J,2000,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC102821/,,,,0,0,3,"n: 3,
m: 3,
mn: 3",O(mn),"n: number of sequences
m: length of sequences",mn,,,Word RAM,words,2.5,"m: 3,
mn: 2.5",O(m),Derived: store number of occurances for each motif of a specified length,1,0,,0,,0,,0,0,,0,0,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-8-S7-S21#MOESM2,,,,,,,,,,,,,,,,,,,,4,,,Bioinformatics
99,Motif Search,1,Motif Search,777,,,1,1,O(nm),,,[https://www.aaai.org/Papers/ISMB/1999/ISMB99-030.pdf Tompa M (1999)],Tompa M,1999,https://www.aaai.org/Papers/ISMB/1999/ISMB99-030.pdf,,,,0,0,3,"n: 3,
m: 3,
mn: 3",O(mn),"n: number of sequences
m: length of sequences",mn,,,Word RAM,words,3,"m: 5,
mn: 3",O(m^2),"Requires considering an $O(m^2)*O(m^2)$ matrix with $O(m^2)$ nonzero entries, based on a DFA with $O(m^2)$ states",1,0,,0,,0,,0,0,,0,0,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-8-S7-S21#MOESM3,,,,,,,,,,,,,,,,,,,,4,,,Bioinformatics
99,Motif Search,1,Motif Search,778,,,1,1,O(n^{0.66} m),,,[https://www.ncbi.nlm.nih.gov/pubmed/10977095 Sinha S; Tompa M YMF (Yeast Motif Finder) (2000)],Sinha S; Tompa M YMF (Yeast Motif Finder),2000,https://www.ncbi.nlm.nih.gov/pubmed/10977095,,,,1,0,2.83,"n: 2.66,
m: 3,
mn: 2.83",O(n^{0.66} m),"n: number of sequences
m: length of sequences",mn,,,Word RAM,words,2.5,"m: 3,
mn: 2.5",O(m),Derived: store number of occurances for each motif of a specified length,1,0,,0,,0,,0,0,,0,0,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-8-S7-S21#MOESM4,,,,,,,,,,,30219.70407,1215.55493,0.8074427458,2885959334,601690.1504,2.031198718,275606976773734,215300165.9,3.947893734,4,,,Bioinformatics
99,Motif Search,1,Motif Search,780,,,1,1,O(n^2m^2),,,[https://link.springer.com/article/10.1007/BF00993379 Bailey TL; Elkan C MEME (1995)],Bailey TL; Elkan C MEME,1995,https://link.springer.com/article/10.1007/BF00993379,,,,1,0,5,"m: 5,
n: 5,
mn: 5",O(n^2m^2),"n: number of sequences
m: length of sequences",mn,https://link.springer.com/article/10.1007/BF00993379,0,Word RAM,words,3,"n: 3,
m: 3,
mn: 3",O(mn),"Uses iterations of the EM algorithm as in (Lawrence, Reilly 1990), and thus uses similar amounts of space",1,0,,0,,0,,0,0,,0,0,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-8-S7-S21#MOESM6,,,,,250000,,250000000000,,2.5E+17,,,,,,,,,,,4,,,Bioinformatics
99,Motif Search,0.001,Motif Search,781,,,1,1,O(n logn m^{1.45}),,,[https://link.springer.com/chapter/10.1007/BFb0054337 Sagot M (1988)],Sagot M,1988,https://link.springer.com/chapter/10.1007/BFb0054337,,,,1,0,4.225,"n: 4,
m: 4.45,
mn: 4.225",O(n \log(n) m^{1.45}),"n: number of sequences
m: length of sequences
w: size of word machine",mn,,,Word RAM,words,4.5,"n: 5,
m: 3,
mn: 4.5",O(mn^2/w),https://link.springer.com/chapter/10.1007/BFb0054337,0,1,,0,,0,,0,0,,0,0,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-8-S7-S21#MOESM7,,,,,,,,,,,36733710.27,1,,1.73645E+15,1,,5.93382E+22,1,,4,,,Bioinformatics
99,Motif Search,1,Motif Search,783,,,1,1,O(nm^{0.5}),,,[https://www.worldscientific.com/doi/10.1142/S0219720004000466 Liang Cwinnower (2003)],Liang Cwinnower,2003,https://www.worldscientific.com/doi/10.1142/S0219720004000466,,,,1,0,2.75,"n: 3,
m: 2.5,
mn: 2.75",O(nm^{0.5}),"n: number of sequences
m: length of sequences",mn,,,Word RAM,words,3,"m: 5,
mn: 3",O(m^2),Considers a graph on $O(m)$ nodes and $O(m^2)$ edges,1,0,,0,,0,,0,0,,0,0,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-8-S7-S21#MOESM9,,,,,,,,,,,11180.33989,3285.562929,0.7156972401,353553390.6,4911431.631,1.793061768,11180339887499,5307372442,3.449644392,4,,,Bioinformatics
99,Motif Search,1,Motif Search,789,ILP formulation,,1,1,O(mn),,,[https://link.springer.com/chapter/10.1007/11780441_22 Kingsford (2006)],Kingsford,2006,https://link.springer.com/chapter/10.1007/11780441_22,,,,0,0,3,"m: 3,
n: 3,
mn: 3",O(mn),"n: number of sequences
m: length of sequences",mn,,,Word RAM,words,5,"n: 5,
m: 5,
mn: 5",O(m^2n^2),"Creates an ILP with $O(m^2n^2)$ variables and $O(n^2m)$ constraints, each involving $O(m)$ variables",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,4,,,Bioinformatics
100,All Maximal Non-Branching Paths in a Graph,1,All Maximal Non-Branching Paths in a Graph,791,,0,1,1,O(m),Any distribution,(need to read entire input),[http://rosalind.info/problems/ba3m/ Naive (1940)],Naive,1940,http://rosalind.info/problems/ba3m/,,,,1,0,5,"m: 3,
n: 5",O(m),"n: number of vertices
m: number of edges",n,,,Word RAM,words,3,n: 3,O(n)?,"For each vertex, store whether that vertex is a 1-in-1-out vertex (all of these can be pre-computed at the same time in $O(m)$ time). Unclear if there's a better bound",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000,1,,1000000000000,1,,1E+18,1,,4,,,Bioinformatics
101,Link Analysis,1,InDegree Analysis,792,,,1,1,O(m^2 n ),,,[https://www.w3.org/People/Massimo/papers/quest_hypersearch.pdf The INDEGREE Algorithm (1997)],The INDEGREE Algorithm,1997,https://www.w3.org/People/Massimo/papers/quest_hypersearch.pdf,,,,1,0,6,"m: 3,
n: 6",O(mn),"n: number of pages
m: number of hyperlinks?",n,,,Word RAM,words,3,n: 3,O(n),Must maintain a list of visited nodes to eliminate duplication.,1,0,,0,,0,,0,0,,0,0,https://dl.acm.org/doi/pdf/10.1145/1052934.1052942,,,,,,,,,,,125000000,1,,1.25E+17,1,,1.25E+26,1,,3,,,Combinatorics
153,Link Analysis,1,Link Analysis,793,,,1,1,O(m n ),,,[http://ilpubs.stanford.edu:8090/422/1/1999-66.pdf The PAGERANK Algorithm (1998)],The PAGERANK Algorithm,1998,http://ilpubs.stanford.edu:8090/422/1/1999-66.pdf,,,,1,3->4,6,"m: 3,
n: 6",O(m n ),"n: number of pages
m: number of hyperlinks?",n,,,Word RAM,words,3,n: 3,O(n),Stores and updates an O(n)-sized vector designed to converge to some sort of stationary distribution,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,250000,500,499,250000000000,500000,499999,2.5E+17,500000000,499999999,3,,,Combinatorics
153,Link Analysis,1,Link Analysis,794,,,1,1,O(n^2 k),,,[https://dl.acm.org/doi/pdf/10.1145/324133.324140 The (Hyperlink-Induced Topic Search) HITS Algorithm (1998)],The (Hyperlink-Induced Topic Search) HITS Algorithm,1998,https://dl.acm.org/doi/pdf/10.1145/324133.324140,,,,1,0,5,n: 5,O(n^2 k),"n: number of pages
m: number of hyperlinks?
k: number of iterations",n,,,Word RAM,words,3,n: 3,O(n),Stores and updates hub and authority values per node,1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/HITS_algorithm#Algorithm,,,,,,,,,,,125000000,1,,1.25E+17,1,,1.25E+26,1,,3,,,Combinatorics
153,Link Analysis,0.001,Link Analysis,795,,,1,1,O(m^2 n ),,,[https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.585.7341&rep=rep1&type=pdf Kleinberg (1998)],Kleinberg,1998,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.585.7341&rep=rep1&type=pdf,,,,0,0,7,"m: 5,
n: 7",O(m^2 n ),"n: number of pages
m: number of hyperlinks?",n,,,Word RAM,words,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
153,Link Analysis,1,Link Analysis,796,,,1,1,O(m^2 n ),,,[https://dl.acm.org/doi/abs/10.1145/382979.383041 The (Stochastic Approach for Link Structure Analysis) SALSA Algorithm (2000)],The (Stochastic Approach for Link Structure Analysis) SALSA Algorithm,2000,https://dl.acm.org/doi/abs/10.1145/382979.383041,,,,0,0,7,"m: 5,
n: 7",O(m^2 n ),"n: number of pages
m: number of hyperlinks?",n,,,Word RAM,words,3,n: 3,O(n)?,Stores and updates two O(n)-sized vectors (corresponding to 2 random walks) designed to converge to some sort of stationary distribution,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
153,Link Analysis,1,Link Analysis,797,,,1,1,O(m nlogn ),,,[https://dl.acm.org/doi/pdf/10.1145/383952.384003 Randomized HITS (2001)],Randomized HITS,2001,https://dl.acm.org/doi/pdf/10.1145/383952.384003,,,,0,0,6.01,"m: 3,
n: 6.01",O(m n\log n ),"n: number of pages
m: number of hyperlinks?",n,,,Word RAM,words,3,n: 3,O(n),Stores and updates hub and authority values per node,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
153,Link Analysis,1,Link Analysis,798,,,1,1,O(m n ),,,[http://web.cse.msu.edu/~cse960/Papers/LinkAnalysis/phits.pdf PHITS Coheng Chan (2000)],PHITS Coheng Chan,2000,http://web.cse.msu.edu/~cse960/Papers/LinkAnalysis/phits.pdf,,,,0,0,6,"m: 3,
n: 6",O(m n ),"n: number of pages
m: number of hyperlinks?
z: # of topics/categories",n,,,Word RAM,words,3,"n: 3,
z: 3",O(nz)?,"Needs to store P(z), P(d|z), and P(c|z) after each EM iteration (algorithm can be smart about intermediate calculations as to not use more than O(nz) space)",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
153,Link Analysis,1,Link Analysis,799,PageRank with categories/topics,,1,1,O(m n ),,,[http://www-cs-students.stanford.edu/~taherh/papers/topic-sensitive-pagerank.pdf Haveliwala (2002)],Haveliwala,2002,http://www-cs-students.stanford.edu/~taherh/papers/topic-sensitive-pagerank.pdf,,,,0,0,6,"m: 3,
n: 6",O(m n ),"n: number of pages
m: number of hyperlinks?
z: # of topics/categories",n,,,Word RAM,words,3,"n: 3,
z: 3",O(nz)?,Stores and updates z O(n)-sized vectors designed to converge to some stationary distributions,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
153,Link Analysis,1,Link Analysis,800,Personalized PageRank with hubs,,1,1,O(m n ),,,[http://infolab.stanford.edu/~glenj/spws.pdf Jeh and Widom (2003)],Jeh and Widom,2003,http://infolab.stanford.edu/~glenj/spws.pdf,,,,0,0,6,"m: 3,
n: 6",O(m n ),"n: number of pages
m: number of hyperlinks?
h: number of ""hub"" pages",n,,,Word RAM,words,3,"n: 3,
h: 3",O(nh),Stores and updates z O(n)-sized vectors designed to converge to some basis vectors,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
153,Link Analysis,1,Link Analysis,801,Query-dependent PageRank,,1,1,O(m n ),,,[https://homes.cs.washington.edu/~pedrod/papers/nips01b.pdf  Richardson and Domingos (2002)], Richardson and Domingos,2002,https://homes.cs.washington.edu/~pedrod/papers/nips01b.pdf,,,,0,0,6,"m: 3,
n: 6",O(m n ),"n: number of pages
m: number of hyperlinks?
l: number of words in lexicon",n,,,Word RAM,words,3,"n: 3,
l: 3",O(nl),See paper (noting that sum d_q can be as high as O(nl)),0,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
153,Link Analysis,1,Link Analysis,802,,,1,1,O(m n ),,,[https://dl.acm.org/doi/10.1145/775152.775202 Tomlin (2003)],Tomlin,2003,https://dl.acm.org/doi/10.1145/775152.775202,,,,0,0,6,"m: 3,
n: 6",O(m n ),"n: number of pages
m: number of operations per page?",n,,,Word RAM,words,3,n: 3,O(n)?,Generally computes O(n) values per iteration (row + column sums and their ratios); algorithm can be smart about intermediate calculations as to not use more space asymptotically,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
153,Link Analysis,1,Link Analysis,803,,,1,1,O(mn ),,,[https://homes.cs.washington.edu/~karlin/papers/web-search.pdf Achlioptas (2001)],Achlioptas,2001,https://homes.cs.washington.edu/~karlin/papers/web-search.pdf,,,,0,0,6,"m: 3,
n: 6",O(mn ),"n: number of pages
m: number of operations per page?
l: number of words in lexicon",n,,,Word RAM,words,5,"n: 5,
l: 5",O((n+l)^2)?,Computes a constant number of SVDs of O((n+l)^2)-sized matrices,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
103,Distributed Locking Algorithms,1,Distributed Locking Algorithms,805,,0,1,1,O(n),,,[https://web.stanford.edu/class/cs240/readings/89-leases.pdf Leases (Cary G Gray and David R Cheriton) (1989)],Leases (Cary G Gray and David R Cheriton),1989,https://web.stanford.edu/class/cs240/readings/89-leases.pdf,2,0,https://web.stanford.edu/class/cs240/readings/89-leases.pdf,1,0,3,n: 3,O(n),"n: number of clients?
f: number of files?",n,,,,words,1,"n: 1,
f: 3",O(f)?,Generally need to keep track of one lease/lock per file (exclusivity),1,0,,0,,0,,0,0,,0,0,(see below),,,,,,,,,,,1000,1,,1000000,1,,1000000000,1,,6,,,Operating Systems
103,Distributed Locking Algorithms,1,Distributed Locking Algorithms,806,,0,1,1,O(n),,,[https://dl.acm.org/doi/10.5555/1298455.1298487 Chubby (Mike Burrows) (2006)],Chubby (Mike Burrows),2006,https://dl.acm.org/doi/10.5555/1298455.1298487,,,,0,0,3,n: 3,O(n),"n: number of clients?
f: number of files?",n,,,,words,1,"n: 1,
f: 3",O(f)?,Generally need to keep track of one lock per file (exclusivity),1,0,,0,,0,,0,0,,0,0,"https://martin.kleppmann.com/2016/02/08/how-to-do-distributed-locking.html

https://redis.io/topics/distlock

https://medium.com/coinmonks/chubby-a-centralized-lock-service-for-distributed-applications-390571273052",,,,,,,,,,,1000,,,,,,,,,6,,,Operating Systems
103,Distributed Locking Algorithms,0.001,Distributed Locking Algorithms,807,,0,1,1,O(n),,,[https://www.cs.utexas.edu/~lorenzo/corsi/cs380d/papers/p225-chandra.pdf Tushar Deepak Chandra and Sam Toueg (1996)],Tushar Deepak Chandra and Sam Toueg,1996,https://www.cs.utexas.edu/~lorenzo/corsi/cs380d/papers/p225-chandra.pdf,,,,0,0,3,n: 3,O(n),,n,,,,,#VALUE!,,,,,,,0,,0,,0,0,,0,0,(see above),,,,,,,,,,,1000,,,,,,,,,6,,,Operating Systems
104,Cyclic Peptide Sequencing Problem,2,Cyclic Peptide Sequencing Problem,816,,,1,1,2^{(O(n))},,,[ Brute force (1987)],Brute force,1987,,1,1,,1,0,8,n: 8,$2^{O(n)}$,"n: size of peptide, in daltons
m: number of elements in experimental spectrum",n,,,Word/Real RAM,words,3,n: 3,O(n),Keeps track of current amino acid sequence being checked,1,0,,0,,0,,0,0,,0,0,https://averyparkinson23.medium.com/sequencing-antibiotics-using-bioinformatics-2af1373ee009,,,,,,,,,,,1000000,1,,1000000000000,1,,1E+18,1,,4,,,Bioinformatics
104,Cyclic Peptide Sequencing Problem,2,Cyclic Peptide Sequencing Problem,817,Improvement on brute force (despite not doing better asymptotically),,1,1,2^{(O(n))},,,[ Branch and bound (1993)],Branch and bound,1993,,1,1,,1,4->5,8,n: 8,$2^{O(n)}$,"n: size of peptide, in daltons
m: number of elements in experimental spectrum",n,,,Word/Real RAM,words,8,n: 8,$O(2^{O(n)})$,Keeps track of all possible not fully expanded amino acid sequences so far,1,0,,0,,0,,0,0,,0,0,https://github.com/xuwd11/Coursera-Bioinformatics/blob/master/23_04_CyclopeptideSequencing.py,,,,,,,,,,,9965,100.3512293,,19931568.57,50171.66594,,29897352854,33447777.3,,4,,,Bioinformatics
107,Point-in-Polygon,2,Point-in-Polygon,830,,,1,1,O(n),,,[https://dl.acm.org/doi/pdf/10.1145/368637.368653 Ray casting algorithm Shimrat; M (1962)],Ray casting algorithm Shimrat; M,1962,https://dl.acm.org/doi/pdf/10.1145/368637.368653,7,0,,1,0,3,n: 3,O(n),n: number of edges of polygon,n,,,Real RAM,words,1,n: 1,O(1),Only need to keep track of ray direction and how many polygon sides intersect with the ray,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000,1,,1000000,1,,1000000000,1,,6,,,Image Processing
107,Point-in-Polygon,2,Point-in-Polygon,831,,,1,1,O(a),,,[https://doi.org/10.1007/BF01934125 Nordbeck and Rystedt (Grid Method) (1967)],Nordbeck and Rystedt (Grid Method),1967,https://doi.org/10.1007/BF01934125,,,,0,0,3,n: 3,O(n),n: number of edges of polygon,n,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,0,Real RAM,words,3,n: 3,O(n),https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,0,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,1000,,,,,,,,,6,,,Image Processing
107,Point-in-Polygon,2,Point-in-Polygon,832,,,1,1,O(nlogn),,,[https://doi.org/10.1016/0098-3004(78)90085-7 Salomon (Swath Method) (1978)],Salomon (Swath Method),1978,https://doi.org/10.1016/0098-3004(78)90085-7,,,,0,0,4,n: 4,O(n\log n),n: number of edges of polygon,n,,,Real RAM,words,5,n: 5,O(n^2),https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,0,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,,,,,,,,,,6,,,Image Processing
107,Point-in-Polygon,2,Point-in-Polygon,833,,,1,1,O(n),,,[https://doi.org/10.1007/BF01934125 Nordbeck and Rystedt (Sum of area) (1967)],Nordbeck and Rystedt (Sum of area),1967,https://doi.org/10.1007/BF01934125,,,,0,0,3,n: 3,O(n),n: number of edges of polygon,n,,,Real RAM,words,1,n: 1,O(1),Only need to keep track of current triangle and total area sum,1,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,1000,,,,,,,,,6,,,Image Processing
107,Point-in-Polygon,2,Point-in-Polygon,834,,,1,1,O(n),,,[http://www.cs.kent.edu/~dragan/CG/CG-Book.pdf Preparata and Shamos (Wedge) (1985)],Preparata and Shamos (Wedge),1985,http://www.cs.kent.edu/~dragan/CG/CG-Book.pdf,,,,0,0,3,n: 3,O(n),n: number of edges of polygon,n,,,Real RAM,words,3,n: 3,O(n),https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,0,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,1000,,,,,,,,,6,,,Image Processing
107,Point-in-Polygon,2,Point-in-Polygon,835,,,1,1,O(n),,,[https://doi.org/10.1080/02693798708927823 Saalfeld (Sign of offset) (1987)],Saalfeld (Sign of offset),1987,https://doi.org/10.1080/02693798708927823,,,,0,0,3,n: 3,O(n),n: number of edges of polygon,n,,,Real RAM,words,1,n: 1,O(1),Only need to keep track of current sides (2) being looked at,1,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,1000,,,,,,,,,6,,,Image Processing
107,Point-in-Polygon,2,Point-in-Polygon,836,,,1,1,O(n),,,[http://www.cs.kent.edu/~dragan/CG/CG-Book.pdf Preparata and Shamos (Intersection sum of angle) (1985)],Preparata and Shamos (Intersection sum of angle),1985,http://www.cs.kent.edu/~dragan/CG/CG-Book.pdf,,,,0,0,3,n: 3,O(n),n: number of edges of polygon,n,,,Real RAM,words,1,n: 1,O(1),Only need to keep track of current angle and cumulative angle sum,1,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,1000,,,,,,,,,6,,,Image Processing
107,Point-in-Polygon,2,Point-in-Polygon,837,,,1,1,O(n),,,[https://doi.org/10.1007/BF01934125 Nordbeck and Rystedt (Orientation) (1967)],Nordbeck and Rystedt (Orientation),1967,https://doi.org/10.1007/BF01934125,,,,0,0,3,n: 3,O(n),n: number of edges of polygon,n,,,Real RAM,words,1,n: 1,O(1),Only need to keep track of current side being looked at,1,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,1000,,,,,,,,,6,,,Image Processing
110,Clock Synchronization in Distributed Systems,2,Clock Synchronization in Distributed Systems,879,,0,1,1,O(n),,,[https://ieeexplore.ieee.org/document/1281624 ASP (2005)],ASP,2005,https://ieeexplore.ieee.org/document/1281624,1,1,,1,0,3,n: 3,O(n),n: number of nodes in network,n,,,Word/Real RAM (per node),words,3,n: 3,O(n) (per node),"Each node needs to keep track of O(1) information about itself, and O(1) information per neighbor for synchronization purposes",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000,1,,1000000,1,,1000000000,1,,6,,,Operating Systems
110,Clock Synchronization in Distributed Systems,1,Clock Synchronization in Distributed Systems,880,,0,1,1,O(n),,,[https://www.researchgate.net/publication/224306349_Clock-Sampling_Mutual_Network_Synchronization_for_Mobile_Multi-hop_Wireless_Ad_Hoc_Networks Clock-sampling mutual network synchronization (2007)],Clock-sampling mutual network synchronization,2007,https://www.researchgate.net/publication/224306349_Clock-Sampling_Mutual_Network_Synchronization_for_Mobile_Multi-hop_Wireless_Ad_Hoc_Networks,,,,0,0,3,n: 3,O(n),n: number of nodes in network,n,,,Word/Real RAM (per node),words,1,n: 1,O(1)? (per node),"Only needs to keep track of multiplicative correction $s$, its own clocks, and possibly O(1) other info",1,0,,0,,0,,0,0,,0,0,,,,,,1,9,1,99,1,999,1000,,,,,,,,,6,,,Operating Systems
110,Clock Synchronization in Distributed Systems,1,Clock Synchronization in Distributed Systems,881,,0,1,1,O(n),,,[https://ieeexplore.ieee.org/document/4359404 MATSF (2004)],MATSF,2004,https://ieeexplore.ieee.org/document/4359404,,,,0,0,3,n: 3,O(n),n: number of nodes in network,n,,,Word/Real RAM (per node),words,3,n: 3,O(n)? (per node),"Each node needs to keep track of O(1) information about itself, and O(1) information per neighbor for synchronization purposes",1,0,,0,,0,,0,0,,0,0,,,,,,1000,,1000000,,1000000000,,1000,,,,,,,,,6,,,Operating Systems
