Number,Domain,Datastructure,Looked at?,Algorithm Description,Algorithm Name,Year,Paper/Reference Link,Original paper?,Comments/Distinguishing Features,Wikipedia article namespace (if it exists and isn't in an earlier row),Authors,Constants,Constants Reference,Space,Space Class,Space Reference,Space Units,Model of Computation,Parameters,Prefered Parameter,Build (Time),Build Runtime Class,"Build Notes (constants, amortized?, randomized?, etc.)",Build Time Reference,Insert (Time),Insert Runtime Class,"Insert Notes (constants, amortized?, randomized?, etc.)",Insert Time Reference,Delete (Time),Delete Runtime Class,"Delete Notes (constants, amortized?, randomized?, etc.)",Delete Time Reference,Find (Time),Find Runtime Class,"Find Notes (constants, amortized?, randomized?, etc.)",Find Reference,Successor/Predecessor (Time),Successor/Predecessor Runtime Class,"Successor/Predecessor Notes (constants, amortized?, randomized?, etc.)",Successor/Predecessor Time Reference,Union (Time),Union Runtime Class,"Union Notes (constants, amortized?, randomized?, etc.)",Union Reference,Min/Max (Time),Min/Max Runtime Class,"Min/Max Notes (constants, amortized?, randomized?, etc.)",Max Reference,Increase-Key/Update (Time),Increase-Key/Update Runtime Class,"Increase-Key/Update Notes (constants, amortized?, randomized?, etc.)",Increase-Key/Update Reference,Push (Time),Push Runtime Class,"Push Notes (constants, amortized?, randomized?, etc.)",Push Reference,Pop Most Recent (Time),Pop Most Recent Runtime Class,"Pop Most Recent Notes (constants, amortized?, randomized?, etc.)",Pop Most Recent Reference,Pop Oldest (Time),Pop Oldest Runtime Class,"Pop Oldest Notes (constants, amortized?, randomized?, etc.)",Pop Oldest Reference,Nearest Neighbor (Time),Nearest Neighbor Runtime Class,"Nearest Neighbor Notes (constants, amortized?, randomized?, etc.)",Nearest Neighbor Reference,Range Search (Time),Range Search Runtime Class,"Range Search Notes (constants, amortized?, randomized?, etc.)",Range Search Reference,Query (Time),Query Runtime Class,"Query Notes (constants, amortized?, randomized?, etc.)",Query Reference
,Approximate Membership Query Filter (without delete),Bloom Filter,1,,Multi-class Bloom Filter,2011,https://ieeexplore.ieee.org/abstract/document/6089061,yes,For networking,,"Li, Cui, Hu, Xia, Wang",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,"Assumes evaluation of hash function is constant-time. More precisely, runtime is O(k_i) where k_i is number of hash functions allocated to x_i",https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1,"Assumes constant-time eval of hashes. Works with good probability. More precisely, runtime is O(k_i) where k_i is number of hash functions allocated to x_i",https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (without delete),Bloom Filter,1,,Optihash,2014,https://www.sciencedirect.com/science/article/pii/S1389128613003046,yes,For networking,,"Carrea, Vernitski, Reed",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter",n,O(n),6,Assumes evaluation of hash function is constant-time,,O(1),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(1),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (without delete),Bloom Filter,1,,False-Positive-Free Multistage Bloom Filter,2014,https://ieeexplore.ieee.org/abstract/document/6877748,yes,Is parallelizable. For networking,,"Tapolcai, Biro, Babarczi, Gulyas, Heszberger, Trossen",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (without delete),Bloom Filter,1,,Retouched Bloom Filter,2006,https://arxiv.org/abs/cs/0607038,yes,Has decay. Has false negatives,,"Donnet, Baynat, Friedman",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (without delete),Bloom Filter,1,,Bloom Filter with Power of Two Choices,2007,https://www.eecs.harvard.edu/~michaelm/postscripts/im2009.pdf,yes,,,"Lumetta, Mitzenmacher",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (without delete),Bloom Filter,1,,Bloom Filter with Partitioned Hashing Scheme,2007,https://dl.acm.org/doi/abs/10.1145/1254882.1254916,yes,,,"Hao, Kodialam, Lakshman",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (without delete),Bloom Filter,1,,Complement Bloom Filter,2015,https://ieeexplore.ieee.org/document/7264999,yes,Uses 2 filters to decrease false positives,,"Lim, Lee, Yim",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (without delete),Bloom Filter,1,,Cross-Checking Bloom Filter,2014,https://www.naturalspublishing.com/files/published/53oi45i66w1of2.pdf,yes,Designed to decrease false positives,,"Lim, Lee, Lee, Yim",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time. Has a factor of alpha(?),https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability. Has a factor of alpha(?),https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (without delete),Bloom Filter,1,,Generalized Bloom Filter,2011,https://www.sciencedirect.com/science/article/pii/S1389128610003920,yes,Has decay. Has false negatives,,"Laufer, Velloso, Duarte",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (without delete),Bloom Filter,1,,Yes-no Bloom Filter,2016,https://arxiv.org/abs/1603.01060,yes,Designed to decrease false positives,,"Carrea, Vernitski, Reed",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (without delete),Bloom Filter,1,,Distance-Sensitive Bloom Filter,2006,https://www.eecs.harvard.edu/~michaelm/postscripts/alenex2006.pdf,yes,Has false negatives,,"Kirsch, Mitzenmacher",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (without delete),Bloom Filter,1,,Locality-Sensitive Bloom Filter,2012,https://ieeexplore.ieee.org/abstract/document/5928322,yes,Has false negatives,,"Hua, Xiao, Veeravalli, Feng",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (without delete),Bloom Filter,1,,Multi-Granularity Locality-Sensitive Bloom Filter,2015,https://ieeexplore.ieee.org/document/7035010,yes,Has false negatives,,"Qian, Zhu, Chen",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
L: number of AND constructions
k: number of hashes per AND construction
k': number of hashes for MVBF",n,O(n(Lk+k')),6,Assumes evaluation of hash function is constant-time,,O(Lk+k'),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(Lk+k'),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (without delete),Bloom Filter,1,,Double Buffering,2004,https://ieeexplore.ieee.org/document/1354643,yes,Has decay. Has false negatives. Can be parallelized. Used for networking,,"Chang, Feng, Li",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (without delete),Bloom Filter,1,,A^2 Buffering,2010,https://ieeexplore.ieee.org/abstract/document/5066970,yes,Has decay. Has false negatives. Can be parallelized. Used for dynamic sets,,Yoon,,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (without delete),Bloom Filter,1,,Forgetful Bloom Filter,2015,https://ieeexplore.ieee.org/document/7312146,yes,Has decay. Has false negatives. Can be parallelized. Used for Key-Value storage,,"Subramanyam, Gupta, Leslie, Wang",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability. (Runtime has another factor of p?),https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (without delete),Bloomier Filter,1,,Bloomier Filter,2004,https://www.cs.princeton.edu/~chazelle/pubs/soda-rev0c,yes,,,"Chazelle, Kilian, Rubinfeld, Tal",,,O(m)?,5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(n lg n),7,,https://www.cs.princeton.edu/~chazelle/pubs/soda-rev04.pdf,O(1),1,Assumes evaluation of hash function is constant-time,https://www.cs.princeton.edu/~chazelle/pubs/soda-rev04.pdf,,,,,O(1),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://www.cs.princeton.edu/~chazelle/pubs/soda-rev04.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (without delete),Hash Compaction,1,,,1996,https://link.springer.com/content/pdf/10.1007/978-0-387-35079-0_21.pdf,yes,,,"Stern, Dill",,,O(m),6,,words?,Word RAM,"n: number of elements
m: number of words in data structure (also the number of hash functions)",n,O(mn),9,Assumes evaluation of hash function is constant-time,,O(m)?,6,Assumes evaluation of hash function is constant-time,,,,,,O(m)?,6,Assumes evaluation of hash function is constant-time. Works with good probability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (without delete),Compact Approximator,1,,,2005,https://www.sciencedirect.com/science/article/pii/S0167642304001005,yes,,,"Boldi, Vigna",,,O(m),6,,words?,Word RAM,"n: number of elements
m: number of words in approximator
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k)?,1,Assumes evaluation of hash function is constant-time,,,,,,O(k)?,1,Assumes evaluation of hash function is constant-time. Works with good probability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (without insert or delete),Xor Filter,1,,,2020,https://arxiv.org/abs/1912.08258,yes,,,"Graf, Lemire",,,O(nk),5.99,,bits,Word RAM,"n: number of elements
k: size of fingerprint",n,O(n)?,6,Assumes evaluation of hash function is constant-time,,,,,,,,,,O(1)?,1,Assumes evaluation of hash function is constant-time. Works with good probability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (with delete),Counting Bloom Filter,1,,Counting Bloom Filter,2000,https://www.cs.princeton.edu/courses/archive/spr05/cos598E/bib/p254-fan.pdf,yes,,,"Fan, Cao, Almeida, Broder",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (with delete),Counting Bloom Filter,1,,Optimal Bloom Filter Replacement,2005,https://www.itu.dk/people/pagh/papers/bloom.pdf,yes,,,"Pagh, Pagh, Rao",,,(1+o(1))n*lg(1/eps) + O(n+w),5.99,https://www.itu.dk/people/pagh/papers/bloom.pdf,bits,Word RAM,"n: number of elements
w: word size of elements
eps: false positive error probability",n,O(n),6,expected,,O(1),1,expected amortized,https://www.itu.dk/people/pagh/papers/bloom.pdf,O(1),1,expected amortized,https://www.itu.dk/people/pagh/papers/bloom.pdf,O(1),1,false positive error rate is eps,https://www.itu.dk/people/pagh/papers/bloom.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (with delete),Counting Bloom Filter,1,,d-left Counting Bloom Filter,2006,http://www.eecs.harvard.edu/~michaelm/postscripts/esa2006b.pdf,yes,Suitable for implementation(?),,"Bonomi, Mitzenmacher, Panigrahy, Singh, Varghese",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of subtables",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (with delete),Counting Bloom Filter,1,,L-CBF,2008,https://ieeexplore.ieee.org/document/4509488,yes,Suitable for implementation(?),,"Safi, Moshovos, Veneris",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (with delete),Counting Bloom Filter,1,,Variable-Increment Counting Bloom Filter,2012,https://ieeexplore.ieee.org/document/6195563,yes,,,"Rottenstreich, Kanizo, Keslassy",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (with delete),Counting Bloom Filter,1,,Fingerprint Counting Bloom Filter,2016,https://www.sciencedirect.com/science/article/pii/S0020019015001866,yes,,,"Pontarelli, Reviriego, Maestro",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (with delete),Counting Bloom Filter,1,,kBF,2014,https://ieeexplore.ieee.org/abstract/document/6848046,yes,For Key-Value storage,,"Xiong, Yao, Cao, He",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (with delete),Counting Bloom Filter,1,,Spectral Bloom Filter,2003,https://theory.stanford.edu/~matias/papers/sbf-sigmod-03.pdf,yes,For networking,,"Cohen, Matias",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (with delete),Counting Bloom Filter,1,,Invertible Counting Bloom Filter,2016,https://ieeexplore.ieee.org/document/7737013,yes,For fast and effective synchronization b/w two given multisets,,"Luo, Guo, Wu, Rottenstreich, He, Qin, Luo",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (with delete),Counting Bloom Filter,1,,Invertible Bloom Lookup Table,2011,https://arxiv.org/abs/1101.2245,yes,For Key-Value storage,,"Goodrich, Mitzenmacher",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (with delete),Counting Bloom Filter,1,,EGH Filter,2018,https://ieeexplore.ieee.org/document/9353705,yes,,,"Kiss, Hosszu, Tapolcai, Ronyai, Rottenstreich",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (with delete),Counting Bloom Filter,1,,Invertible Bloom Filter,2011,https://www.ics.uci.edu/~eppstein/pubs/EppGooUye-SIGCOMM-11.pdf,yes,,,"Eppstein, Goodrich, Uyeda, Varghese",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (with delete),Counting Bloom Filter,1,,Parallel Bloom Filter,2009,https://ieeexplore.ieee.org/document/4798158,yes,Is parallelizable. For networking,,"Xiao, Hua",,,O(mp),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions
p: number of attributes",n,O(nkp),6,Assumes evaluation of hash function is constant-time,,O(kp),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(kp),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(kp),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (with delete),Counting Bloom Filter,1,,Shifting Bloom Filter,2016,https://dl.acm.org/doi/10.14778/2876473.2876476,yes,,,"Yang, Liu, Shahzad, Zhong, Fu, Li, Xie, Li",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions
lambda: multiplicative factor(?)",n,O(nk*lambda),6,Assumes evaluation of hash function is constant-time,,O(k*lambda),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k*lambda),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k*lambda),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (with delete),Bloom Filter,1,,Bloom Filter with Variable-Length Signatures,2005,http://web.stanford.edu/~balaji/papers/bloom.pdf,yes,For networking. Has false negatives,,"Lu, Prabhakar, Bonomi",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions
t: training parameter
q: querying parameter",n,O(nt),6,Assumes evaluation of hash function is constant-time,,O(t),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(q),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (with delete),Bloom Filter,1,,Dynamic Bloom Filter,2010,https://cis.temple.edu/~wu/research/publications/Publication_files/The%20Dynamic%20Bloom%20Filters.pdf,yes,"Is scalable (dynamic set), can be parallelized. Has false negatiives",,"Guo, Wu, Chen, Yuan, Luo",,,O(ms),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in standard Bloom filter
k: number of hash functions
s: number of standard Bloom filters",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(ks),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(ks),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Approximate Membership Query Filter (with delete),Bloom Filter,1,,Dynamic Bloom Filter Array,2011,https://ieeexplore.ieee.org/abstract/document/6005420,yes,"Is scalable (dynamic set), can be parallelized. Has false negatiives",,"Wei, Jiang, Zhou, Feng",,,O(mr),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in standard Bloom filter
k: number of hash functions
r: number of standard Bloom filters",n,O(nk),6,Assumes evaluation of hash function is constant-time,,O(k),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(kr),1,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,O(kr),1,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
