,Old Family #,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,Unnamed: 12,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
605,129.0,Transitive Reduction Problem,2.0,Transitive Reduction Problem of Directed Graphs,954.0,,,1,1,O(n^{2.495}),^see above,^see above,"[https://epubs.siam.org/doi/pdf/10.1137/0201008 Aho, Garey & Ullman (1981)]","Aho, Garey & Ullman",1981,https://epubs.siam.org/doi/pdf/10.1137/0201008,,,,1.0,0,5.495,n: 5.495,O(n^2.495),"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2),see (boolean) matrix multiplication,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,30549211.13,8.629785478,,933254300796992,74.47319739,,933254300796992,19633602768,,3,,,Combinatorics
606,129.0,Transitive Reduction Problem,2.0,Transitive Reduction Problem of Directed Graphs,955.0,,,1,1,O(n^{2.48}),^see above,^see above,"[https://epubs.siam.org/doi/pdf/10.1137/0201008 Aho, Garey & Ullman (1986)]","Aho, Garey & Ullman",1986,https://epubs.siam.org/doi/pdf/10.1137/0201008,,,,1.0,0,5.48,n: 5.48,O(n^2.48),"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2),see (boolean) matrix multiplication,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,27542287.03,9.571940713,,758577575029184,91.62204901,,2.0893E+22,877.0008211,,3,,,Combinatorics
607,129.0,Transitive Reduction Problem,2.0,Transitive Reduction Problem of Directed Graphs,956.0,,,1,1,O(n^{2.372}),^see above,^see above,"[https://epubs.siam.org/doi/pdf/10.1137/0201008 Aho, Garey & Ullman (1990)]","Aho, Garey & Ullman",1990,https://epubs.siam.org/doi/pdf/10.1137/0201008,,,,1.0,0,5.372,n: 5.372,O(n^2.372),"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2),see (boolean) matrix multiplication,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,13061708.88,20.18366364,,170608238900312,407.3802778,,2.22844E+21,8222.426499,,3,,,Combinatorics
608,129.0,Transitive Reduction Problem,2.0,Transitive Reduction Problem of Directed Graphs,957.0,,,1,1,O(n^{2.373}),^see above,^see above,"[https://epubs.siam.org/doi/pdf/10.1137/0201008 Aho, Garey & Ullman (2014)]","Aho, Garey & Ullman",2014,https://epubs.siam.org/doi/pdf/10.1137/0201008,,,,0.0,0,5.373,n: 5.373,O(n^2.373),"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2),see (boolean) matrix multiplication,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
609,129.0,Transitive Reduction Problem,2.0,Transitive Reduction Problem of Directed Graphs,958.0,,,1,1,O(n^{2.371}),^see above,^see above,"[https://epubs.siam.org/doi/pdf/10.1137/0201008 Aho, Garey & Ullman (2014)]","Aho, Garey & Ullman",2014,https://epubs.siam.org/doi/pdf/10.1137/0201008,,,,1.0,0,5.371,n: 5.371,O(n^2.371),"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2),see (boolean) matrix multiplication,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,12971792.71,20.32357011,,168267406107047,413.047502,,2.18273E+21,8394.599865,,3,,,Combinatorics
610,129.0,Transitive Reduction Problem,2.0,Transitive Reduction Problem of Directed Graphs,959.0,,,1,1,O(n^3),Any distribution/runtime same regardless of input,(same general behavior regardless of input),"[https://www.sciencedirect.com/science/article/pii/0167642389900397 Gries, Martin (1989)]","Gries, Martin",1989,https://www.sciencedirect.com/science/article/pii/0167642389900397,,,,0.0,0,6,n: 6,O(n^3),"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2),"Generally keeps track of O(1) information for every pair (u, v) of vertices? and not much additional information needed",1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
611,131.0,Turnpike Problem,1.0,Turnpike Problem,963.0,,,1,1,O(2^n nlogn),,,[NA Outside-In algorithm (1991)],Outside-In algorithm,1991,,,,,1.0,0,8,n: 8,O(2^n nlogn),n: number of points,n,,,Word RAM,words,3,n: 3,O(n),Seems like this just needs to keep track of current configuration being tested,1.0,0.0,,0,,0,,0,0,,0,0,http://hariharan-ramesh.com/ppts/turnpike.pdf,,,,,,,,,,,inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
612,132.0,n-Queens Problem,2.0,Counting Solutions,969.0,,,1,1,O(8^n*poly(n)),(no distribution to talk about here),(none),"[http://www.cs.cornell.edu/~rdz/Papers/RZ-IPL92.pdf Rivin, Zabih (1992)]","Rivin, Zabih",1992,http://www.cs.cornell.edu/~rdz/Papers/RZ-IPL92.pdf,,,,0.0,0,8,"n: 8,
n^2: 8",O(8^n*poly(n)),n: size of chessboard,n^2,,,Word RAM,words,8,"n: 8,
n^2: 8",O(8^n*n^2),http://www.cs.cornell.edu/~rdz/Papers/RZ-IPL92.pdf,0.0,1.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,inf,,,,,,,,,1,,,Combinatorics
613,133.0,Median String Problem,2.0,Median String Problem with Unbounded Alphabets,971.0,,,1,1,2^O(n),Any distribution/runtime same regardless of input,(same general behavior regardless of input),[ Naive Solution (1965)],Naive Solution,1965,,1.5,0.0,https://link.springer.com/chapter/10.1007/3-540-44888-8_23,1.0,0,8,n: 8,2^O(n),"n: maximum of (number of strings, max length of one of the strings)",n,,,Word RAM,words,3,n:3,O(n),"Keep track of current string being checked, current best string, and Levenshtein distances (which can be computed recursively using O(n) space)",1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
614,134.0,Frequent Words with Mismatches Problem,1.0,,972.0,,0.0,1,1,"$O(n*f_{bin}(sigma-1, k, d))$ where $f_{bin}(x, y, z) = sum_{i=0}^z C(y, i)*x^i$",,,[ Naive solution (1940)],Naive solution,1940,,,,,1.0,0,8,n: 8,"O(n*f_{bin}(sigma-1, k, d)) where f_{bin}(x, y, z) = sum_{i=0}^z C(y, i)*x^i","n: length of string
k: length of words
d: number of allowed mismatches
sigma: size of alphabet",n,,,Word RAM,words,8,n: 8,"O(max(n*f_{bin}(sigma-1, k, d), sigma^k)) auxiliary where f_{bin}(x, y, z) = sum_{i=0}^z C(y, i)*x^i",Keep track of counts on at most that many words,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,1,,1000000000000,1,,1E+18,1,,4,,,Combinatorics
615,135.0,Tower of Hanoi,2.0,Tower of Hanoi,973.0,,0.0,1,1,O(2^n),(no distribution to talk about here),(none),[NA Iteration based (1883)],Iteration based,1883,,1,1.0,https://marcin-chwedczuk.github.io/iterative-solution-to-towers-of-hanoi-problem,1.0,0,8,n: 8,O(2^n),n: number of disks,n,,,Word RAM,bits,3,n: 3,O(n),Only need to keep track of current configuration,1.0,0.0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Tower_of_Hanoi,,,,,,,,,,,inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
616,135.0,Tower of Hanoi,2.0,Tower of Hanoi,974.0,,0.0,1,1,O(2^n),(no distribution to talk about here),(none),[NA Recursion based (1940)],Recursion based,1940,,,,,0.0,0,8,n: 8,O(2^n),n: number of disks,n,,,Word RAM,bits,4,n: 4,O(n \log n),"Need to keep track of an O(n)-sized recursive stack, each entry requiring O(log n) space (i.e. which tower size to manipulate)",1.0,0.0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Tower_of_Hanoi,,,,,,,,,,,inf,,,,,,,,,1,,,Combinatorics
617,135.0,Tower of Hanoi,2.0,Tower of Hanoi,975.0,,0.0,1,1,O(2^n),(no distribution to talk about here),(none),[NA Non-recursion based (1940)],Non-recursion based,1940,,,,,0.0,0,8,n: 8,O(2^n),n: number of disks,n,,,Word RAM,bits,3,n: 3,O(n),Only need to keep track of current configuration,1.0,0.0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Tower_of_Hanoi,,,,,,,,,,,inf,,,,,,,,,1,,,Combinatorics
618,135.0,Tower of Hanoi,2.0,Tower of Hanoi,976.0,,0.0,1,1,O(2^n),(no distribution to talk about here),(none),[NA Gray-code based (1940)],Gray-code based,1940,,,,,0.0,0,8,n: 8,O(2^n),n: number of disks,n,,,Word RAM,bits,3,n: 3,O(n),Need to keep track of an n-bit counter for Gray codes,1.0,0.0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Tower_of_Hanoi,,,,,,,,,,,inf,,,,,,,,,1,,,Combinatorics
619,136.0,The Frequent Words Problem,2.0,The Frequent Words Problem,978.0,,,1,1,O(n),any distribution?,needs to read entire string,[ Naive solution (1940)],Naive solution,1940,,2,1.0,http://bioinformaticsalgorithms.com/data/debugdatasets/replication/FrequentWordsProblem.pdf,1.0,0,3,n: 3,O(n),"n: length of string
k: length of words
sigma: size of alphabet",n,,,Word RAM,words,3,n: 3,"O(max(n, \sigma^k))",Keep track of counts on at most $n-k+1$ or $\sigma^k$ words,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000.0,1,,1000000,1,,1000000000,1,,6,,,Statistics
620,136.0,The Frequent Words Problem,1.0,The Frequent Words Problem,1984.0,,,1,1,O(n),any distribution?,needs to read entire string,[ Rabin Karp (1987)],Rabin Karp,1987,,,,,0.0,0,3,n: 3,O(n),"n: length of string
k: length of words
sigma: size of alphabet",n,,,Word RAM,words,3,n: 3,"O(max(n, \sigma^k))?",Keep track of counts on at most $n-k+1$ or $\sigma^k$ words,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000.0,1,,1000000,1,,1000000000,1,,6,,,Statistics
621,139.0,Secret Sharing,1.0,,988.0,,,1,1,$O(t^2)$ for secret computation? (requires polynomial interpolation),,,[ Shamir's scheme (1979)],Shamir's scheme,1979,,,,,1.0,0,5,"n: 5,
t: 5",O(t^2) for secret computation? (requires polynomial interpolation),"n: size of the group the secret is being shared with
t: threshold number of players",n,,,Word RAM,words,5,"n: 5,
t: 5","O(1) per person, O(t^2) to figure out secret?",Each person only needs to keep track of a single point (O(1) info); figuring out secret depends on polynomial interpolation algorithm,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,1,,,1,,,1,,4,,,Cryptography
622,139.0,Secret Sharing,1.0,,989.0,,,1,1,$O(t^3)$ for secret computation? (requires linear solver),,,[ Blakley's scheme (1979)],Blakley's scheme,1979,,,,,0.0,0,6,"n: 6,
5: 6",O(t^3) for secret computation? (requires linear solver),"n: size of the group the secret is being shared with
t: threshold number of players",n,,,Word RAM,words,5,"n: 5,
t: 5","O(t) per person, O(t^2) to figure out secret","Each person needs to keep track of coefficients of hyperplane; figuring out secret requires O(t) hyperplanes, with O(t) coefficients",1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,4,,,Cryptography
623,140.0,Solutions to Nonlinear Equations,1.0,Solutions to Nonlinear Equations,990.0,,0.0,1,1,$O(log((b-a)/\epsilon)$,,,[ Bisection method (-150)],Bisection method,-150,,,,,0.0,0,3,n_max: 3,O(n_{max}),"epsilon: (additive) tolerance error
a, b: endpoint values, with b>a
n_{max}: maximum number of iterations",n_max,,,Word/Real RAM,words,1,n_max: 1,O(1),"Store current endpoint values; iterations take O(1) time and thus O(1) space, and space can be re-used across iterations",1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000.0,,,,,,,,,6,,,Numerical Analysis
624,140.0,Solutions to Nonlinear Equations,1.0,Solutions to Nonlinear Equations,991.0,,0.0,1,1,O(n),,,[ Regula Falsi method (-200)],Regula Falsi method,-200,,,,,0.0,0,3,n_max: 3,O(n_{max}),"epsilon: (additive) tolerance error
a, b: endpoint values, with b>a
n_{max}: maximum number of iterations",n_max,,,Word/Real RAM,words,1,n_max: 1,O(1),"Store current endpoint values; iterations take O(1) time and thus O(1) space, and space can be re-used across iterations",1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000.0,,,,,,,,,6,,,Numerical Analysis
625,140.0,Solutions to Nonlinear Equations,1.0,Solutions to Nonlinear Equations,992.0,,0.0,1,1,(order of convergence = phi~1.618),,,[ Secant method (-1400)],Secant method,-1400,,1,1.0,,1.0,0,3,n_max: 3,O(n_{max}),"epsilon: (additive) tolerance error
a, b: endpoint values, with b>a
n_{max}: maximum number of iterations",n_max,,,Word/Real RAM,words,1,n_max: 1,O(1),"Store previous 2 estimates x_i and x_{i-1}; iterations take O(1) time and thus O(1) space, and space can be re-used across iterations",1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000.0,1,,1000000,1,,1000000000,1,,6,,,Numerical Analysis
626,140.0,Solutions to Nonlinear Equations,1.0,Solutions to Nonlinear Equations,993.0,,0.0,1,1,(order of convergence = 2),,,[ Newton's method (1669)],Newton's method,1669,,,,,0.0,0,3,n_max: 3,O(n_{max}),"epsilon: (additive) tolerance error
a, b: endpoint values, with b>a
n_{max}: maximum number of iterations",n_max,,,Word/Real RAM,words,1,n_max: 1,O(1),"Store current estimate x_i and the derivative f' (assuming this takes O(1) space); iterations take O(1) time and thus O(1) space, and space can be re-used across iterations",1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000.0,,,,,,,,,6,,,Numerical Analysis
627,142.0,Polynomial Interpolation,1.0,2-D Polynomial Interpolation,999.0,,,1,1,O(n^3),,,[ Gaussian elimination (-150)],Gaussian elimination,-150,,1,1.0,,1.0,0,8,n: 8,O(n^3),n: text length (block size),n,,,Word/Real RAM,words,5,n: 5,O(n^2),Requires computation of inverse of O(n^2)-sized Vandermonde matrix,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,1000000.0,,1000000000000.0,,1e+18,,1000000000.0,1,,1E+18,1,,1E+27,1,,3,,,Numerical Analysis
628,142.0,Polynomial Interpolation,1.0,2-D Polynomial Interpolation,1000.0,,,1,1,O(n^2),,,[https://www.jstor.org/stable/2004623?origin=crossref&seq=5#metadata_info_tab_contents Bjorck (1970)],Bjorck,1970,https://www.jstor.org/stable/2004623?origin=crossref&seq=5#metadata_info_tab_contents,0.5,0.0,https://www.ams.org/journals/mcom/1970-24-112/S0025-5718-1970-0290541-1/S0025-5718-1970-0290541-1.pdf,1.0,3->4,5,n: 5,O(n^2),n: text length (block size),n,,,Word/Real RAM,words,3,n: 3,O(n),https://academic.oup.com/imajna/article/8/4/473/758789?login=true,0.0,0.0,,0,,0,,0,0,,0,0,,,,,,1000.0,0.2589254118,1000000.0,0.5848931925,1000000000.0,0.995262315,1000000.0,1000,0.2589254118,1000000000000,1000000,0.5848931925,1E+18,1000000000,0.995262315,3,,,Numerical Analysis
629,142.0,Polynomial Interpolation,1.0,2-D Polynomial Interpolation,1001.0,,,1,1,O(n^2),,,[https://academic.oup.com/imajna/article/8/4/473/758789?login=true Higham (1988)],Higham,1988,https://academic.oup.com/imajna/article/8/4/473/758789?login=true,,,,0.0,0,5,n: 5,O(n^2),n: text length (block size),n,,,Word/Real RAM,words,3,n: 3,O(n),https://academic.oup.com/imajna/article/8/4/473/758789?login=true,0.0,1.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,3,,,Numerical Analysis
630,142.0,Polynomial Interpolation,1.0,2-D Polynomial Interpolation,1002.0,,,1,1,O(n^2),,,"[https://link.springer.com/article/10.1007/BF01990529 Calvetti, Reichel (1993)]","Calvetti, Reichel",1993,https://link.springer.com/article/10.1007/BF01990529,,,,0.0,0,5,n: 5,O(n^2),n: text length (block size),n,,,Word/Real RAM,words,3,n: 3,O(n)?,(maybe similar to the other O(n^2) algorithms?),1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,3,,,Numerical Analysis
631,143.0,Greatest Common Divisor,1.0,Greatest Common Divisor,1003.0,,,1,1,O(n^2),,,[ Euclid's algorithm (-300)],Euclid's algorithm,-300,,1,1.0,,1.0,0,5,n: 5,O(n^2),n: sum of number of bits among the two integers,n,,,Word RAM? words size O(1),bits,3,n: 3,O(n),Store only the current values being iterated on,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,1,,1000000000000,1,,1E+18,1,,4,,,Statistics
632,143.0,Greatest Common Divisor,1.0,Greatest Common Divisor,1004.0,,,1,1,O(n^2),,,[ Lehmer's GCD algorithm (1940)],Lehmer's GCD algorithm,1940,,,,,0.0,0,5,n: 5,O(n^2),n: sum of number of bits among the two integers,n,,,Word RAM? words size O(1),bits,3,n: 3,O(n),"Store only the current values being iterated on, and an O(1)-sized matrix with O(n)-bit numbers",1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Statistics
633,143.0,Greatest Common Divisor,1.0,Greatest Common Divisor,1005.0,,,1,1,O(n^2),,,[https://arxiv.org/abs/0910.0095 Binary GCD algorithm (1967)],Binary GCD algorithm,1967,https://arxiv.org/abs/0910.0095,,,,0.0,0,5,n: 5,O(n^2),n: sum of number of bits among the two integers,n,,,Word RAM? words size O(1),bits,3,n: 3,O(n),Store only the current values being iterated on,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Statistics
634,143.0,Greatest Common Divisor,1.0,Greatest Common Divisor,,,,1,1,O(n log^2 n log log n),,,"[https://hal.inria.fr/file/index/docid/71533/filename/RR-5050.pdf Sthele, Zimmermann (2006)]","Sthele, Zimmermann",2006,https://hal.inria.fr/file/index/docid/71533/filename/RR-5050.pdf,,,,1.0,0,4.011,n: 4.011,O(n \log^2 n \log \log n),n: sum of number of bits among the two integers,n,,,Word RAM? words size O(1),bits,3,n: 3,O(n)??,Depends on Schonhage-Strassen multiplication,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,33056.34051,30.25138248,0.05301736662,86044249.58,11621.92715,0.1523784375,146555204661,6823367.361,0.2692449252,4,,,Statistics
635,145.0,Interval Scheduling,2.0,Weighted Activity Selection Problem,1006.0,,,1,1,O(2^n),Any distribution,(behavior same regardless of input),[ Brute force algorithm (1940)],Brute force algorithm,1940,,,,,1.0,0,8,n: 8,O(2^n),n: number of tasks (intervals),n,,,Word RAM,words,3,n: 3,O(n),Need to keep track of which subset is being checked,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,inf,,,,,,,,,1,,,Combinatorics
636,145.0,Interval Scheduling,1.0,Weighted Activity Selection Problem,1007.0,,,1,1,O(n^3),,,[ $O(n^3)$ Dynamic Programming (1953)],$O(n^3)$ Dynamic Programming,1953,,,,,1.0,1->3,6,n: 6,O(n^3),n: number of tasks (intervals),n,,,Word RAM,words,5,n: 5,O(n^2),"Keep track of answers to O(n^2) subproblems [i, j]",1.0,0.0,,0,,0,,0,0,,0,0,https://www.cs.ubc.ca/~liorma/cpsc320/files/weighted-activity-selection.pdf,,,,,,,,,,,1000000000.0,1,,1E+18,1,,1E+27,1,,1,,,Combinatorics
637,145.0,Interval Scheduling,1.0,Weighted Activity Selection Problem,1008.0,,,1,1,O(n^2),,,[ $O(n^2)$ Dynamic Programming (1953)],$O(n^2)$ Dynamic Programming,1953,,,,,1.0,3->4,5,n: 5,O(n^2),n: number of tasks (intervals),n,,,Word RAM,words,3,n: 3,O(n),"Keep track of answers to O(n) subproblems (cache), and sorted list of intervals",1.0,0.0,,0,,0,,0,0,,0,0,https://www.cs.ubc.ca/~liorma/cpsc320/files/weighted-activity-selection.pdf,,,,,,,,,,,1000000.0,,,,,,,,,1,,,Combinatorics
638,145.0,Interval Scheduling,1.0,Weighted Activity Selection Problem,1009.0,,,1,1,O(nlogn),,,[ $O(n\log n)$ Dynamic Programming (1953)],$O(n\log n)$ Dynamic Programming,1953,,,,,1.0,4->5,4,n: 4,O(n \log n),n: number of tasks (intervals),n,,,Word RAM,words,3,n: 3,O(n),"Keep track of answers to O(n) subproblems (cache), and sorted list of intervals",1.0,0.0,,0,,0,,0,0,,0,0,https://www.cs.ubc.ca/~liorma/cpsc320/files/weighted-activity-selection.pdf,,,,,,,,,,,9965.0,100351.2293,inf,19931568.57,50171665944,inf,29897352854,3.34478E+16,inf,1,,,Combinatorics
639,145.0,Interval Scheduling,1.0,"Unweighted Interval Scheduling, Online",1010.0,,,1,1,O(n),,,[ Fixed priority shortest job first (1940)],Fixed priority shortest job first,1940,,1,1.0,,1.0,0,4,n: 4,O(n \log n),"n: number of tasks (intervals)
k: number of machines (resources)",n,,,Word RAM,words,3,"n: 3,
k: 3",O(n+k)?,"Keep track of (sorted, based on criteria) list of (unscheduled, running, etc.; just un-done) tasks, along with machine statuses and task priorities",1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9965.0,1,,19931568.57,1,,29897352854,1,,5,,,Operating Systems
640,145.0,Interval Scheduling,1.0,"Unweighted Interval Scheduling, Online",1011.0,,,1,1,O(n),,,[ Priority scheduling (1940)],Priority scheduling,1940,,,,,0.0,0,3,n: 3,O(n),"n: number of tasks (intervals)
k: number of machines (resources)",n,,,Word RAM,words,3,"n: 3,
k: 3",O(n+k)?,"Keep track of (sorted, based on criteria) list of (unscheduled, running, etc.; just un-done) tasks, along with machine statuses",1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000.0,,,,,,,,,5,,,Operating Systems
641,145.0,Interval Scheduling,1.0,"Unweighted Interval Scheduling, Online",1012.0,,,1,1,O(n),,,[ Shortest remaining time first (1940)],Shortest remaining time first,1940,,,,,0.0,0,3,n: 3,O(n),"n: number of tasks (intervals)
k: number of machines (resources)",n,,,Word RAM,words,3,"n: 3,
k: 3",O(n+k)?,^see above,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000.0,,,,,,,,,5,,,Operating Systems
642,145.0,Interval Scheduling,1.0,"Unweighted Interval Scheduling, Online",1013.0,,,1,1,O(n),,,"[ First come, first served (1940)]","First come, first served",1940,,,,,0.0,0,3,n: 3,O(n),"n: number of tasks (intervals)
k: number of machines (resources)",n,,,Word RAM,words,3,"n: 3,
k: 3",O(n+k)?,^see above,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000.0,,,,,,,,,5,,,Operating Systems
643,145.0,Interval Scheduling,1.0,"Unweighted Interval Scheduling, Online",1014.0,,,1,1,O(n),,,[ Round-robin scheduling (1940)],Round-robin scheduling,1940,,,,,0.0,0,3,n: 3,O(n),"n: number of tasks (intervals)
k: number of machines (resources)",n,,,Word RAM,words,3,"n: 3,
k: 3",O(n+k)?,^see above,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000.0,,,,,,,,,5,,,Operating Systems
644,145.0,Interval Scheduling,1.0,"Unweighted Interval Scheduling, Online",1015.0,,,1,1,O(n),,,[ Multilevel queue scheduling (1940)],Multilevel queue scheduling,1940,,,,,0.0,0,3,n: 3,O(n),"n: number of tasks (intervals)
k: number of machines (resources)",n,,,Word RAM,words,3,"n: 3,
k: 3",O(n+k)?,^see above; also level information for each task,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000.0,,,,,,,,,5,,,Operating Systems
645,147.0,Deadlock avoidance,1.0,Deadlock Avoidance,1019.0,,,1,1,O(mn^2),,,[https://www.cs.utexas.edu/users/EWD/ewd01xx/EWD108.PDF Banker's Algorithm (1966)],Banker's Algorithm,1966,https://www.cs.utexas.edu/users/EWD/ewd01xx/EWD108.PDF,,,,1.0,0,5,"m: 3,
n: 5",O(mn^2),"n: number of processes
m: number of resource types",n,,,Word RAM,words,3,"n: 3,
m: 3",O(mn),"Main space-consuming arrays needed include ""Max,"" ""Allocation,"" and ""Need,"" which are all n*m arrays. Other arrays are either O(n) or O(m)-sized",1.0,0.0,,0,,0,,0,0,,0,0,https://www.cs.colorado.edu/~rhan/CSCI_3753_Spring_2005/CSCI_3753_Spring_2005/Lectures/03_01_05_deadlock.pdf,,,,,,,,,,,,1,,,1,,,1,,3,,,Operating Systems
646,148.0,Page Replacements,1.0,Offline,1020.0,,,1,1,O(n^2),,,[ The theoretically optimal page replacement algorithm (1940)],The theoretically optimal page replacement algorithm,1940,,2,1.0,,1.0,0,5,n: 5,O(n^2),"n: number of page requests
k: number of pages able to fit in cache",n,,,Word RAM,words,1,"k: 3,
n: 1",O(k),Need to keep track of cache; linear scan for searching for page not being used for the longest only requires O(1) auxiliary space,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,1,,1000000000000,1,,1E+18,1,,4,,,Operating Systems
647,148.0,Page Replacements,1.0,Online,1021.0,,,1,1,O(nk)?,,,[ Not recently used (1940)],Not recently used,1940,,,,,0.0,0,3,"n: 3,
k: 3",O(nk)?,"n: number of page requests
k: number of pages able to fit in cache",n,,,Word RAM,words,1,"k: 3,
n: 1",O(k),Need to keep track of cache + reference bits only,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Operating Systems
648,148.0,Page Replacements,1.0,Online,1022.0,,,1,1,O(nk)?,,,"[ First-in, first-out (1940)]","First-in, first-out",1940,,,,,0.0,0,3,"n: 3,
k: 3",O(nk)?,"n: number of page requests
k: number of pages able to fit in cache",n,,,Word RAM,words,1,"k: 3,
n: 1",O(k),Need to keep track of cache + reference bits only,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Operating Systems
649,148.0,Page Replacements,1.0,Online,1023.0,,,1,1,O(nk)?,,,[ Second-chance (1940)],Second-chance,1940,,,,,0.0,0,3,"n: 3,
k: 3",O(nk)?,"n: number of page requests
k: number of pages able to fit in cache",n,,,Word RAM,words,1,"k: 3,
n: 1",O(k),Need to keep track of cache + reference bits only,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Operating Systems
650,148.0,Page Replacements,1.0,Online,1024.0,,,1,1,O(nk)?,,,[ Clock (1940)],Clock,1940,,,,,0.0,0,3,"n: 3,
k: 3",O(nk)?,"n: number of page requests
k: number of pages able to fit in cache",n,,,Word RAM,words,1,"k: 3,
n: 1",O(k),Need to keep track of cache + reference bits only (plus iterator),1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Operating Systems
